,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind speed,Country,Date
369,touros,-5.1989,-35.4608,81.68,69,96,16.44,BR,1668969142
370,svetlaya,46.5389,138.3297,36.75,63,100,8.32,RU,1668969142
371,agadez,19.75,10.25,72.79,15,100,7.87,NE,1668969142
372,jaguarari,-10.2639,-40.1958,81.07,50,100,5.88,BR,1668969142
373,samarai,-10.6167,150.6667,83.16,78,78,13.56,PG,1668969143
374,dresden,51.0509,13.7383,29.59,83,0,4.61,DE,1668968965
375,bangkalan,-7.0455,112.7351,83.95,85,99,3.36,ID,1668969143
376,kibre mengist,5.8833,38.9833,57.72,66,44,1.68,ET,1668969143
377,white oak,39.2131,-84.5994,32.85,33,0,9.22,US,1668969143
378,jabinyanah,35.035,10.9081,64.2,49,5,18.61,TN,1668969143
379,miram shah,33.0086,70.0697,57.18,44,5,5.14,PK,1668969144
380,kiama,-34.6833,150.8667,66.25,47,97,13.0,AU,1668969144
381,corinto,37.9407,22.9573,70.9,75,82,9.66,GR,1668969144
382,chichester,50.8367,-0.78,49.6,86,10,4.0,GB,1668969144
383,lao cai,22.4833,103.95,72.16,96,92,1.25,VN,1668969144
384,kurilsk,45.2333,147.8833,42.44,79,100,17.2,RU,1668969144
385,san jose,37.3394,-121.895,66.69,46,20,1.99,US,1668969121
386,kemijarvi,66.7131,27.4306,14.61,98,70,1.48,FI,1668969145
387,hefei,31.8639,117.2808,51.82,93,91,6.71,CN,1668969145
388,thayetmyo,19.3167,95.1833,71.04,64,9,3.62,MM,1668969145
389,mataram,-8.5833,116.1167,79.61,83,100,4.47,ID,1668969145
390,surgut,61.25,73.4167,-17.91,82,0,7.0,RU,1668969006
391,iqaluit,63.7506,-68.5145,6.53,72,75,2.3,CA,1668969145
392,matadi,-5.8167,13.45,79.34,81,94,5.86,CD,1668969145
393,isangel,-19.55,169.2667,77.11,88,10,4.61,VU,1668969146
394,salina,38.8403,-97.6114,50.31,27,0,18.41,US,1668969146
395,virginia beach,36.8529,-75.978,46.02,37,75,10.36,US,1668968846
396,yokadouma,3.5167,15.05,74.43,58,100,1.92,CM,1668969107
397,tuy hoa,13.0833,109.3,74.21,96,100,4.7,VN,1668969146
398,capao bonito,-24.0058,-48.3494,78.3,56,33,9.13,BR,1668969147
399,tungor,53.3808,142.9564,26.78,80,71,13.49,RU,1668969147
400,dharchula,29.85,80.5333,52.97,26,5,8.05,IN,1668969147
401,haicheng,40.8516,122.7475,36.66,77,100,10.76,CN,1668969147
402,darhan,49.4867,105.9228,9.34,83,93,5.82,MN,1668969147
403,alofi,-19.0595,-169.9187,75.09,94,47,9.22,NU,1668969148
404,bad doberan,54.1071,11.9005,34.0,98,97,4.23,DE,1668969148
405,port hedland,-20.3167,118.5667,80.28,41,100,11.61,AU,1668969149
406,krasnokamensk,50.0979,118.0369,-7.76,98,12,5.12,RU,1668969149
407,guanica,17.9716,-66.908,86.97,71,14,12.33,PR,1668969149
408,okhotsk,59.3833,143.3,17.71,95,100,12.03,RU,1668969149
409,purkersdorf,48.1951,16.1626,40.08,88,75,2.3,AT,1668969150
410,luderitz,-26.6481,15.1594,64.53,72,91,15.5,NA,1668969150
411,sertania,-8.0736,-37.2644,91.26,23,99,7.11,BR,1668969150
412,roald,62.5833,6.1333,36.75,60,0,12.66,NO,1668969150
413,corozal,9.3151,-75.2928,85.53,70,100,3.83,CO,1668969151
414,erzin,36.9559,36.2,63.66,60,60,4.27,TR,1668969151
415,korla,41.7597,86.1469,36.01,38,14,3.44,CN,1668969151
416,kichera,55.9375,110.0997,-2.0,85,83,3.71,RU,1668969151
417,shache,38.4167,77.2406,40.03,23,15,2.64,CN,1668969151
418,tocopilla,-22.092,-70.1979,68.58,68,19,6.31,CL,1668969151
419,tura,25.5198,90.2201,60.24,73,100,3.22,IN,1668969151
420,cumpas,29.9833,-109.7833,62.6,35,0,7.25,MX,1668969152
421,anadyr,64.75,177.4833,-12.5,77,0,13.42,RU,1668969152
422,rantoul,40.3084,-88.1559,34.83,42,0,10.36,US,1668969152
423,petropavlovsk-kamchatskiy,53.0452,158.6483,9.19,72,0,8.95,RU,1668969152
424,karratha,-20.7377,116.8463,80.55,35,100,1.57,AU,1668969152
425,steinbach,50.1667,8.5667,44.64,91,75,2.3,DE,1668969152
426,sao gabriel da cachoeira,-0.1303,-67.0892,82.2,83,40,3.44,BR,1668969153
427,alpena,45.0617,-83.4327,29.17,77,100,7.0,US,1668969153
428,newport,51.5877,-2.9984,50.83,80,33,13.42,GB,1668968934
429,north bend,43.4065,-124.2243,54.07,70,0,9.22,US,1668969153
430,kieta,-6.2167,155.6333,78.19,82,48,2.44,PG,1668969004
431,ewa beach,21.3156,-158.0072,78.75,69,0,11.5,US,1668969154
432,carbonia,39.1672,8.5222,56.05,56,73,18.34,IT,1668968977
433,klaksvik,62.2266,-6.589,47.32,89,100,32.19,FO,1668969154
434,kiruna,67.8557,20.2251,5.92,85,0,5.75,SE,1668969005
435,tsiroanomandidy,-18.7667,46.0333,72.01,78,89,3.44,MG,1668969154
436,machacamarca,-18.1667,-67.0333,75.18,4,0,16.49,BO,1668969155
437,saint-joseph,-21.3667,55.6167,75.58,80,19,5.08,RE,1668969008
438,hovd,48.0056,91.6419,22.39,60,23,6.02,MN,1668969156
439,salym,60.0625,71.4789,-18.36,100,27,3.42,RU,1668969156
440,sakakah,29.9697,40.2064,63.97,51,0,6.22,SA,1668969156
441,nalut,30.3333,10.85,52.81,39,7,7.49,LY,1668969156
442,parana,-31.732,-60.5238,88.56,21,100,8.97,AR,1668968951
443,aripuana,-9.1667,-60.6333,89.94,49,99,2.55,BR,1668969157
444,koungheul,13.9833,-14.8,85.17,12,83,5.01,SN,1668969157
445,araouane,18.9048,-3.5265,78.85,15,29,10.22,ML,1668969157
446,antalaha,-14.9003,50.2788,72.88,85,34,4.9,MG,1668969157
447,richards bay,-28.783,32.0377,64.85,72,2,3.6,ZA,1668969157
448,jaisalmer,26.9147,70.9181,70.74,25,0,9.15,IN,1668969157
449,mapastepec,15.4333,-92.9,90.36,52,51,4.65,MX,1668969158
450,revelstoke,50.9832,-118.2023,23.02,68,100,0.0,CA,1668969158
451,mikuni,36.2171,136.1519,53.51,88,100,5.12,JP,1668969158
452,lompoc,34.6391,-120.4579,69.85,28,0,8.05,US,1668969158
453,qeshm,26.9581,56.2719,80.47,72,0,6.04,IR,1668969158
454,ahuimanu,21.4447,-157.8378,78.51,77,20,5.01,US,1668969159
455,suifenhe,44.4,131.1667,27.61,75,100,1.1,CN,1668969159
456,george,-33.963,22.4617,58.55,88,20,4.61,ZA,1668968871
457,jacmel,18.2342,-72.5347,89.44,62,3,6.58,HT,1668969159
458,manta,-0.95,-80.7333,76.78,69,0,11.5,EC,1668969042
459,omsukchan,62.5333,155.8,-14.06,79,41,2.68,RU,1668969159
460,dauphin,51.1494,-100.0502,17.74,73,0,20.71,CA,1668969017
461,nome,64.5011,-165.4064,33.87,69,40,8.05,US,1668969120
462,kirkkonummi,60.1238,24.4385,29.79,95,90,12.97,FI,1668969081
463,lasa,46.6166,10.7002,40.08,71,47,2.91,IT,1668969160
464,sur,22.5667,59.5289,76.46,64,0,4.16,OM,1668969160
465,abilene,32.4487,-99.7331,48.18,29,0,8.05,US,1668968970
466,mahibadhoo,3.7833,72.9667,81.54,77,100,15.88,MV,1668969160
467,svetlogorsk,52.6333,29.7333,25.48,96,100,10.96,BY,1668969161
468,faya,18.3851,42.4509,59.52,49,5,10.87,SA,1668969162
469,vestmannaeyjar,63.4427,-20.2734,45.59,76,40,20.71,IS,1668969162
470,beboto,8.2668,16.939,78.37,27,80,3.71,TD,1668969162
471,praia,14.9215,-23.5087,79.34,61,40,23.02,CV,1668969097
472,kyra,49.5776,111.9753,-1.71,96,6,3.4,RU,1668969162
473,dingle,10.9995,122.6711,75.47,92,74,4.18,PH,1668969162
474,beatrice,40.2681,-96.747,48.18,29,0,17.27,US,1668968885
475,svetlyy,54.675,20.1347,28.45,95,100,16.55,RU,1668969163
476,loreto,22.2667,-101.9667,66.15,45,100,11.74,MX,1668969163
477,tarakan,3.3,117.6333,72.9,94,75,3.44,ID,1668969163
478,iaciara,-14.0958,-46.6317,80.76,60,100,2.3,BR,1668969163
479,hirara,24.8,125.2833,75.83,77,100,16.06,JP,1668969163
480,khandyga,62.6667,135.6,-21.14,98,92,3.42,RU,1668969163
481,guangyuan,32.442,105.823,54.45,68,100,8.79,CN,1668969163
482,bougouni,11.417,-7.479,81.43,27,45,2.42,ML,1668969163
483,port augusta,-32.5,137.7667,54.95,57,95,13.02,AU,1668969164
484,pontes e lacerda,-15.2261,-59.3353,99.3,25,71,7.27,BR,1668968901
485,leona vicario,20.9667,-87.1917,84.07,69,100,3.06,MX,1668969164
486,la reforma,25.0833,-108.05,79.32,36,0,10.16,MX,1668969164
487,honningsvag,70.9821,25.9704,35.35,87,75,11.5,NO,1668969165
488,sostanj,46.38,15.0486,39.6,97,57,2.08,SI,1668969165
489,sahiwal,30.6667,73.1,61.86,35,9,4.12,PK,1668969165
490,pangai,-19.8,-174.35,73.51,94,75,0.0,TO,1668969165
491,chidambaram,11.4,79.7,72.61,70,90,9.95,IN,1668969165
492,cedar city,37.6775,-113.0619,29.37,64,0,4.61,US,1668969166
493,gigmoto,13.7796,124.39,79.74,88,100,8.46,PH,1668969166
494,bundaberg,-24.85,152.35,74.21,96,16,1.01,AU,1668969167
495,kassala,15.451,36.4,83.68,40,1,10.63,SD,1668969167
496,gawler,-34.6,138.7333,53.51,80,100,20.18,AU,1668969167
497,fortuna,40.5982,-124.1573,53.94,71,0,3.44,US,1668969167
498,villamontes,-21.25,-63.5,103.32,21,0,9.89,BO,1668969167
499,tongliao,43.6125,122.2653,19.18,84,6,3.04,CN,1668969167
500,khani,41.9563,42.9566,45.97,63,100,6.17,GE,1668969167
501,hamza,40.4264,71.4956,40.95,78,47,3.24,UZ,1668969167
502,aketi,2.7388,23.7833,76.03,66,91,1.19,CD,1668969167
503,caravelas,-17.7125,-39.2481,74.25,89,100,4.14,BR,1668969167
504,ponferrada,42.5466,-6.5962,56.62,87,98,3.0,ES,1668969168
505,biak,-0.9131,122.8766,76.23,84,100,3.51,ID,1668969168
506,beidao,34.5686,105.8933,42.17,65,100,1.3,CN,1668969168
507,udachnyy,66.4167,112.4,-26.54,99,68,3.27,RU,1668969168
508,iralaya,15.0,-83.2333,82.58,72,100,9.86,HN,1668969168
509,marzuq,14.4,46.4667,67.77,47,87,1.45,YE,1668969168
510,kizilskoye,52.7255,58.8937,6.17,96,82,2.57,RU,1668969169
511,nuuk,64.1835,-51.7216,22.87,85,100,8.99,GL,1668969169
512,vila velha,-20.3297,-40.2925,78.75,81,0,8.05,BR,1668968958
513,ibimirim,-8.5406,-37.6903,92.28,23,100,14.65,BR,1668969169
514,beringovskiy,63.05,179.3167,-1.86,86,39,21.34,RU,1668969169
515,samana,19.2056,-69.3369,86.22,74,40,4.61,DO,1668969169
516,asau,46.4333,26.4,33.28,100,100,0.47,RO,1668969169
517,selenginsk,52.0064,106.8647,-3.59,80,64,6.58,RU,1668969169
518,tessalit,20.1986,1.0114,75.67,12,100,8.48,ML,1668969169
519,ler,8.3018,30.1418,78.96,33,0,3.69,SS,1668969170
520,gander,48.9682,-54.5906,33.93,69,75,13.8,CA,1668969170
521,aitape,-3.1374,142.3475,76.28,89,99,4.36,PG,1668969170
522,koscierzyna,54.1223,17.9812,30.11,97,99,6.73,PL,1668969002
523,banda aceh,5.5577,95.3222,78.85,80,100,12.26,ID,1668969170
524,otradnoye,59.7775,30.8181,24.85,97,83,4.07,RU,1668969170
525,nuevitas,21.5453,-77.2644,84.04,62,6,11.81,CU,1668969170
526,okhansk,57.7186,55.3877,-2.13,95,14,1.25,RU,1668969171
527,golfito,8.639,-83.166,80.82,84,85,4.63,CR,1668969171
528,poso,-1.3959,120.7524,77.11,86,100,4.0,ID,1668969171
529,lusambo,-4.9667,23.45,69.93,95,96,2.33,CD,1668969171
530,krasnoselkup,65.7,82.4667,-25.96,100,99,3.78,RU,1668969172
531,termiz,37.2242,67.2783,50.09,81,10,2.3,UZ,1668969042
532,pimentel,-6.8367,-79.9342,73.69,60,0,14.97,PE,1668969172
533,san cristobal,7.7669,-72.225,78.98,55,89,3.27,VE,1668969172
534,gazojak,41.1875,61.4036,49.5,54,8,8.25,TM,1668969173
